Employee ID,Total No of Employees,Job Level before FY20 promotions,Job Level after FY20 promotions,Job Level after FY21 promotions,Total Promotion,FY19 Performance Rating,FY20 Performance Rating
16,,Newly Hired, Senior Officer, Senior Officer,0,,
17,, Director, Director, Director,0,,
17,, Director, Director, Executive,0,,
17,, Director, Director,Resigned,0,,
17,, Director, Executive, Executive,0,,
17,, Executive, Executive, Executive,0,,
17,, Executive, Executive,Resigned,0,,
17,1, Junior Officer, Junior Officer, Junior Officer,0,4,3
17,, Junior Officer, Junior Officer, Senior Officer,0,,
17,, Junior Officer, Junior Officer,Resigned,0,,
17,, Junior Officer, Senior Officer, Manager,0,,
17,, Junior Officer, Senior Officer, Senior Officer,0,,
17,, Manager, Manager, Manager,0,,
17,, Manager, Manager, Senior Manager,0,,
17,, Manager, Manager,Resigned,0,,
17,, Manager, Senior Manager, Director,0,,
17,, Manager, Senior Manager, Senior Manager,0,,
17,, Senior Manager, Director, Director,0,,
17,, Senior Manager, Senior Manager, Director,0,,
17,, Senior Manager, Senior Manager, Senior Manager,0,,
17,, Senior Manager, Senior Manager,Resigned,0,,
17,, Senior Officer, Manager, Manager,0,,
17,, Senior Officer, Manager, Senior Manager,0,,
17,, Senior Officer, Senior Officer, Manager,0,,
17,, Senior Officer, Senior Officer, Senior Officer,0,,
17,, Senior Officer, Senior Officer,Resigned,0,,
17,,Newly Hired, Director, Director,0,,
17,,Newly Hired, Executive, Executive,0,,
17,,Newly Hired, Junior Officer, Junior Officer,0,,
17,,Newly Hired, Manager, Manager,0,,
17,,Newly Hired, Senior Manager, Senior Manager,0,,
17,,Newly Hired, Senior Officer, Senior Officer,0,,
18,, Director, Director, Director,0,,
18,, Director, Director, Executive,0,,
18,, Director, Director,Resigned,0,,
18,, Director, Executive, Executive,0,,
18,, Executive, Executive, Executive,0,,
18,, Executive, Executive,Resigned,0,,
18,, Junior Officer, Junior Officer, Junior Officer,0,,
18,, Junior Officer, Junior Officer,Resigned,0,,
18,, Junior Officer, Senior Officer, Manager,0,,
18,, Junior Officer, Senior Officer, Senior Officer,0,,
18,, Manager, Manager, Manager,0,,
18,, Manager, Manager, Senior Manager,0,,
18,, Manager, Manager,Resigned,0,,
18,, Manager, Senior Manager, Director,0,,
18,, Manager, Senior Manager, Senior Manager,0,,
18,, Senior Manager, Director, Director,0,,
18,, Senior Manager, Senior Manager, Director,0,,
18,, Senior Manager, Senior Manager, Senior Manager,0,,
18,, Senior Manager, Senior Manager,Resigned,0,,
18,, Senior Officer, Manager, Manager,0,,
18,, Senior Officer, Manager, Senior Manager,0,,
18,, Senior Officer, Senior Officer, Manager,0,,
18,, Senior Officer, Senior Officer, Senior Officer,0,,
18,, Senior Officer, Senior Officer,Resigned,0,,
18,,Newly Hired, Director, Director,0,,
18,,Newly Hired, Executive, Executive,0,,
18,,Newly Hired, Junior Officer, Junior Officer,0,,
18,,Newly Hired, Manager, Manager,0,,
18,,Newly Hired, Senior Manager, Senior Manager,0,,
18,,Newly Hired, Senior Officer, Senior Officer,0,,
19,, Director, Director, Director,0,,
19,, Director, Director, Executive,0,,
19,, Director, Director,Resigned,0,,
19,, Director, Executive, Executive,0,,
19,, Executive, Executive, Executive,0,,
19,, Executive, Executive,Resigned,0,,
19,, Junior Officer, Junior Officer, Junior Officer,0,,
19,, Junior Officer, Junior Officer, Senior Officer,0,,
19,, Junior Officer, Junior Officer,Resigned,0,,
19,, Junior Officer, Senior Officer, Manager,0,,
19,, Junior Officer, Senior Officer, Senior Officer,0,,
19,, Manager, Manager, Manager,0,,
19,, Manager, Manager, Senior Manager,0,,
19,, Manager, Manager,Resigned,0,,
19,, Manager, Senior Manager, Director,0,,
19,, Manager, Senior Manager, Senior Manager,0,,
19,, Senior Manager, Director, Director,0,,
19,, Senior Manager, Senior Manager, Director,0,,
19,, Senior Manager, Senior Manager, Senior Manager,0,,
19,, Senior Manager, Senior Manager,Resigned,0,,
19,, Senior Officer, Manager, Manager,0,,
19,, Senior Officer, Manager, Senior Manager,0,,
19,, Senior Officer, Senior Officer, Manager,0,,
19,1, Senior Officer, Senior Officer, Senior Officer,0,,2
19,, Senior Officer, Senior Officer,Resigned,0,,
19,,Newly Hired, Director, Director,0,,
19,,Newly Hired, Executive, Executive,0,,
19,,Newly Hired, Junior Officer, Junior Officer,0,,
19,,Newly Hired, Manager, Manager,0,,
19,,Newly Hired, Senior Manager, Senior Manager,0,,
19,,Newly Hired, Senior Officer, Senior Officer,0,,
20,, Director, Director, Director,0,,
20,, Director, Director, Executive,0,,
20,, Director, Director,Resigned,0,,
20,, Director, Executive, Executive,0,,
20,, Executive, Executive, Executive,0,,
20,, Executive, Executive,Resigned,0,,
20,, Junior Officer, Junior Officer, Junior Officer,0,,
20,, Junior Officer, Junior Officer, Senior Officer,0,,
20,, Junior Officer, Junior Officer,Resigned,0,,
20,, Junior Officer, Senior Officer, Manager,0,,
20,, Manager, Manager, Manager,0,,
20,, Manager, Manager, Senior Manager,0,,
20,, Manager, Manager,Resigned,0,,
20,, Manager, Senior Manager, Director,0,,
20,, Manager, Senior Manager, Senior Manager,0,,
20,, Senior Manager, Director, Director,0,,
20,, Senior Manager, Senior Manager, Director,0,,
20,, Senior Manager, Senior Manager, Senior Manager,0,,
20,, Senior Manager, Senior Manager,Resigned,0,,
20,, Senior Officer, Manager, Manager,0,,
20,, Senior Officer, Manager, Senior Manager,0,,
20,, Senior Officer, Senior Officer, Manager,0,,
20,, Senior Officer, Senior Officer, Senior Officer,0,,
20,, Senior Officer, Senior Officer,Resigned,0,,
20,,Newly Hired, Director, Director,0,,
20,,Newly Hired, Executive, Executive,0,,
20,,Newly Hired, Junior Officer, Junior Officer,0,,
20,,Newly Hired, Manager, Manager,0,,
20,,Newly Hired, Senior Manager, Senior Manager,0,,
20,,Newly Hired, Senior Officer, Senior Officer,0,,
21,, Director, Director, Director,0,,
21,, Director, Director, Executive,0,,
21,, Director, Director,Resigned,0,,
21,, Director, Executive, Executive,0,,
21,, Executive, Executive, Executive,0,,
21,, Executive, Executive,Resigned,0,,
21,, Junior Officer, Junior Officer, Junior Officer,0,,
21,, Junior Officer, Junior Officer, Senior Officer,0,,
21,, Junior Officer, Junior Officer,Resigned,0,,
21,, Junior Officer, Senior Officer, Manager,0,,
21,, Junior Officer, Senior Officer, Senior Officer,0,,
21,, Manager, Manager, Manager,0,,
21,, Manager, Manager, Senior Manager,0,,
21,, Manager, Manager,Resigned,0,,
21,, Manager, Senior Manager, Director,0,,
21,, Manager, Senior Manager, Senior Manager,0,,
21,, Senior Manager, Director, Director,0,,
21,, Senior Manager, Senior Manager, Director,0,,
21,, Senior Manager, Senior Manager, Senior Manager,0,,
21,1, Senior Manager, Senior Manager,Resigned,0,3,3
21,, Senior Officer, Manager, Manager,0,,
21,, Senior Officer, Manager, Senior Manager,0,,
21,, Senior Officer, Senior Officer, Manager,0,,
21,, Senior Officer, Senior Officer, Senior Officer,0,,
21,, Senior Officer, Senior Officer,Resigned,0,,
21,,Newly Hired, Director, Director,0,,
21,,Newly Hired, Executive, Executive,0,,
21,,Newly Hired, Junior Officer, Junior Officer,0,,
21,,Newly Hired, Manager, Manager,0,,
21,,Newly Hired, Senior Manager, Senior Manager,0,,
21,,Newly Hired, Senior Officer, Senior Officer,0,,
22,, Director, Director, Director,0,,
22,, Director, Director, Executive,0,,
22,, Director, Director,Resigned,0,,
22,, Director, Executive, Executive,0,,
22,, Executive, Executive, Executive,0,,
22,, Executive, Executive,Resigned,0,,
22,, Junior Officer, Junior Officer, Junior Officer,0,,
22,, Junior Officer, Junior Officer, Senior Officer,0,,
22,1, Junior Officer, Junior Officer,Resigned,0,3,3
22,, Junior Officer, Senior Officer, Manager,0,,
22,, Junior Officer, Senior Officer, Senior Officer,0,,
22,, Manager, Manager, Manager,0,,
22,, Manager, Manager, Senior Manager,0,,
22,, Manager, Manager,Resigned,0,,
22,, Manager, Senior Manager, Director,0,,
22,, Manager, Senior Manager, Senior Manager,0,,
22,, Senior Manager, Director, Director,0,,
22,, Senior Manager, Senior Manager, Director,0,,
22,, Senior Manager, Senior Manager, Senior Manager,0,,
22,, Senior Manager, Senior Manager,Resigned,0,,
22,, Senior Officer, Manager, Manager,0,,
22,, Senior Officer, Manager, Senior Manager,0,,
22,, Senior Officer, Senior Officer, Manager,0,,
22,, Senior Officer, Senior Officer, Senior Officer,0,,
22,, Senior Officer, Senior Officer,Resigned,0,,
22,,Newly Hired, Director, Director,0,,
22,,Newly Hired, Executive, Executive,0,,
22,,Newly Hired, Junior Officer, Junior Officer,0,,
22,,Newly Hired, Manager, Manager,0,,
22,,Newly Hired, Senior Manager, Senior Manager,0,,
22,,Newly Hired, Senior Officer, Senior Officer,0,,
23,1, Director, Director, Director,0,,3
23,, Director, Director, Executive,0,,
23,, Director, Director,Resigned,0,,
23,, Director, Executive, Executive,0,,
23,, Executive, Executive, Executive,0,,
23,, Executive, Executive,Resigned,0,,
23,, Junior Officer, Junior Officer, Junior Officer,0,,
23,, Junior Officer, Junior Officer, Senior Officer,0,,
23,, Junior Officer, Junior Officer,Resigned,0,,
23,, Junior Officer, Senior Officer, Manager,0,,
23,, Junior Officer, Senior Officer, Senior Officer,0,,
23,, Manager, Manager, Manager,0,,
23,, Manager, Manager, Senior Manager,0,,
23,, Manager, Manager,Resigned,0,,
23,, Manager, Senior Manager, Director,0,,
23,, Manager, Senior Manager, Senior Manager,0,,
23,, Senior Manager, Director, Director,0,,
23,, Senior Manager, Senior Manager, Director,0,,
23,, Senior Manager, Senior Manager, Senior Manager,0,,
23,, Senior Manager, Senior Manager,Resigned,0,,
23,, Senior Officer, Manager, Manager,0,,
23,, Senior Officer, Manager, Senior Manager,0,,
23,, Senior Officer, Senior Officer, Manager,0,,
23,, Senior Officer, Senior Officer, Senior Officer,0,,
23,, Senior Officer, Senior Officer,Resigned,0,,
23,,Newly Hired, Director, Director,0,,
23,,Newly Hired, Executive, Executive,0,,
23,,Newly Hired, Junior Officer, Junior Officer,0,,
23,,Newly Hired, Manager, Manager,0,,
23,,Newly Hired, Senior Manager, Senior Manager,0,,
23,,Newly Hired, Senior Officer, Senior Officer,0,,
24,, Director, Director, Director,0,,
24,, Director, Director, Executive,0,,
24,, Director, Director,Resigned,0,,
24,, Director, Executive, Executive,0,,
24,, Executive, Executive, Executive,0,,
24,, Executive, Executive,Resigned,0,,
24,, Junior Officer, Junior Officer, Junior Officer,0,,
24,, Junior Officer, Junior Officer, Senior Officer,0,,
24,, Junior Officer, Junior Officer,Resigned,0,,
24,, Junior Officer, Senior Officer, Manager,0,,
24,, Junior Officer, Senior Officer, Senior Officer,0,,
24,, Manager, Manager, Manager,0,,
24,, Manager, Manager, Senior Manager,0,,
24,, Manager, Manager,Resigned,0,,
24,, Manager, Senior Manager, Director,0,,
24,, Manager, Senior Manager, Senior Manager,0,,
24,, Senior Manager, Director, Director,0,,
24,, Senior Manager, Senior Manager, Director,0,,
24,, Senior Manager, Senior Manager, Senior Manager,0,,
24,, Senior Manager, Senior Manager,Resigned,0,,
24,, Senior Officer, Manager, Manager,0,,
24,, Senior Officer, Manager, Senior Manager,0,,
24,, Senior Officer, Senior Officer, Manager,0,,
24,1, Senior Officer, Senior Officer, Senior Officer,0,3,4
24,, Senior Officer, Senior Officer,Resigned,0,,
24,,Newly Hired, Director, Director,0,,
24,,Newly Hired, Executive, Executive,0,,
24,,Newly Hired, Junior Officer, Junior Officer,0,,
24,,Newly Hired, Manager, Manager,0,,
24,,Newly Hired, Senior Manager, Senior Manager,0,,
24,,Newly Hired, Senior Officer, Senior Officer,0,,
25,, Director, Director, Director,0,,
25,, Director, Director, Executive,0,,
25,, Director, Director,Resigned,0,,
25,, Director, Executive, Executive,0,,
25,, Executive, Executive, Executive,0,,
25,, Executive, Executive,Resigned,0,,
25,, Junior Officer, Junior Officer, Junior Officer,0,,
25,, Junior Officer, Junior Officer, Senior Officer,0,,
25,, Junior Officer, Junior Officer,Resigned,0,,
25,, Junior Officer, Senior Officer, Manager,0,,
25,, Junior Officer, Senior Officer, Senior Officer,0,,
25,1, Manager, Manager, Manager,0,3,2
25,, Manager, Manager, Senior Manager,0,,
25,, Manager, Manager,Resigned,0,,
25,, Manager, Senior Manager, Director,0,,
25,, Manager, Senior Manager, Senior Manager,0,,
25,, Senior Manager, Director, Director,0,,
25,, Senior Manager, Senior Manager, Director,0,,
25,, Senior Manager, Senior Manager, Senior Manager,0,,
25,, Senior Manager, Senior Manager,Resigned,0,,
25,, Senior Officer, Manager, Manager,0,,
25,, Senior Officer, Manager, Senior Manager,0,,
25,, Senior Officer, Senior Officer, Manager,0,,
25,, Senior Officer, Senior Officer, Senior Officer,0,,
25,, Senior Officer, Senior Officer,Resigned,0,,
25,,Newly Hired, Director, Director,0,,
25,,Newly Hired, Executive, Executive,0,,
25,,Newly Hired, Junior Officer, Junior Officer,0,,
25,,Newly Hired, Manager, Manager,0,,
25,,Newly Hired, Senior Manager, Senior Manager,0,,
25,,Newly Hired, Senior Officer, Senior Officer,0,,
26,, Director, Director, Director,0,,
26,, Director, Director, Executive,0,,
26,, Director, Director,Resigned,0,,
26,, Director, Executive, Executive,0,,
26,, Executive, Executive, Executive,0,,
26,, Executive, Executive,Resigned,0,,
26,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
26,, Junior Officer, Junior Officer, Senior Officer,0,,
26,, Junior Officer, Junior Officer,Resigned,0,,
26,, Junior Officer, Senior Officer, Manager,0,,
26,, Junior Officer, Senior Officer, Senior Officer,0,,
26,, Manager, Manager, Manager,0,,
26,, Manager, Manager, Senior Manager,0,,
26,, Manager, Manager,Resigned,0,,
26,, Manager, Senior Manager, Director,0,,
26,, Manager, Senior Manager, Senior Manager,0,,
26,, Senior Manager, Director, Director,0,,
26,, Senior Manager, Senior Manager, Director,0,,
26,, Senior Manager, Senior Manager, Senior Manager,0,,
26,, Senior Manager, Senior Manager,Resigned,0,,
26,, Senior Officer, Manager, Manager,0,,
26,, Senior Officer, Manager, Senior Manager,0,,
26,, Senior Officer, Senior Officer, Manager,0,,
26,, Senior Officer, Senior Officer, Senior Officer,0,,
26,, Senior Officer, Senior Officer,Resigned,0,,
26,,Newly Hired, Director, Director,0,,
26,,Newly Hired, Executive, Executive,0,,
26,,Newly Hired, Junior Officer, Junior Officer,0,,
26,,Newly Hired, Manager, Manager,0,,
26,,Newly Hired, Senior Manager, Senior Manager,0,,
26,,Newly Hired, Senior Officer, Senior Officer,0,,
27,, Director, Director, Director,0,,
27,, Director, Director, Executive,0,,
27,, Director, Director,Resigned,0,,
27,, Director, Executive, Executive,0,,
27,, Executive, Executive, Executive,0,,
27,, Executive, Executive,Resigned,0,,
27,, Junior Officer, Junior Officer, Junior Officer,0,,
27,, Junior Officer, Junior Officer, Senior Officer,0,,
27,, Junior Officer, Junior Officer,Resigned,0,,
27,, Junior Officer, Senior Officer, Manager,0,,
27,, Junior Officer, Senior Officer, Senior Officer,0,,
27,, Manager, Manager, Manager,0,,
27,, Manager, Manager, Senior Manager,0,,
27,, Manager, Manager,Resigned,0,,
27,, Manager, Senior Manager, Director,0,,
27,, Manager, Senior Manager, Senior Manager,0,,
27,, Senior Manager, Director, Director,0,,
27,, Senior Manager, Senior Manager, Director,0,,
27,, Senior Manager, Senior Manager, Senior Manager,0,,
27,, Senior Manager, Senior Manager,Resigned,0,,
27,, Senior Officer, Manager, Manager,0,,
27,, Senior Officer, Manager, Senior Manager,0,,
27,, Senior Officer, Senior Officer, Manager,0,,
27,1, Senior Officer, Senior Officer, Senior Officer,0,2,3
27,, Senior Officer, Senior Officer,Resigned,0,,
27,,Newly Hired, Director, Director,0,,
27,,Newly Hired, Executive, Executive,0,,
27,,Newly Hired, Junior Officer, Junior Officer,0,,
27,,Newly Hired, Manager, Manager,0,,
27,,Newly Hired, Senior Manager, Senior Manager,0,,
27,,Newly Hired, Senior Officer, Senior Officer,0,,
28,, Director, Director, Director,0,,
28,, Director, Director, Executive,0,,
28,, Director, Director,Resigned,0,,
28,, Director, Executive, Executive,0,,
28,, Executive, Executive, Executive,0,,
28,, Executive, Executive,Resigned,0,,
28,, Junior Officer, Junior Officer, Junior Officer,0,,
28,, Junior Officer, Junior Officer, Senior Officer,0,,
28,, Junior Officer, Junior Officer,Resigned,0,,
28,, Junior Officer, Senior Officer, Manager,0,,
28,, Junior Officer, Senior Officer, Senior Officer,0,,
28,, Manager, Manager, Manager,0,,
28,, Manager, Manager, Senior Manager,0,,
28,, Manager, Manager,Resigned,0,,
28,, Manager, Senior Manager, Director,0,,
28,, Manager, Senior Manager, Senior Manager,0,,
28,, Senior Manager, Director, Director,0,,
28,, Senior Manager, Senior Manager, Director,0,,
28,, Senior Manager, Senior Manager, Senior Manager,0,,
28,, Senior Manager, Senior Manager,Resigned,0,,
28,, Senior Officer, Manager, Manager,0,,
28,, Senior Officer, Manager, Senior Manager,0,,
28,, Senior Officer, Senior Officer, Manager,0,,
28,1, Senior Officer, Senior Officer, Senior Officer,0,2,4
28,, Senior Officer, Senior Officer,Resigned,0,,
28,,Newly Hired, Director, Director,0,,
28,,Newly Hired, Executive, Executive,0,,
28,,Newly Hired, Junior Officer, Junior Officer,0,,
28,,Newly Hired, Manager, Manager,0,,
28,,Newly Hired, Senior Manager, Senior Manager,0,,
28,,Newly Hired, Senior Officer, Senior Officer,0,,
